product_id,product_name,category,brand,price,rating,availability,image_url
1,Samsung Nord Edge 576,Smartphones,Samsung,496.52,2.9,low_stock,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?auto=format&fit=crop&w=900&q=80
2,LG AirCool Plus 334,Home Appliances,LG,769.3,4.7,low_stock,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=900&q=80
3,Skybags Campus Lite 305,Backpacks,Skybags,99.28,4.4,in_stock,https://images.unsplash.com/photo-1622560480605-d83c853bc5c3?auto=format&fit=crop&w=900&q=80
4,Nike Street Flex 389,Sneakers,Nike,101.32,3.2,in_stock,https://images.unsplash.com/photo-1542291026-7eec264c27ff?auto=format&fit=crop&w=900&q=80
5,Adidas Cloud Step 637,Sneakers,Adidas,232.26,3.0,in_stock,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?auto=format&fit=crop&w=900&q=80
6,Panasonic AirCool Plus 317,Home Appliances,Panasonic,786.69,3.2,in_stock,https://images.unsplash.com/photo-1556911220-bda9f7f7597e?auto=format&fit=crop&w=900&q=80
7,Apple Pixel Core 921,Smartphones,Apple,267.62,5.0,in_stock,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?auto=format&fit=crop&w=900&q=80
8,Wildcraft Commuter Smart 531,Backpacks,Wildcraft,108.46,3.8,in_stock,https://images.unsplash.com/photo-1553062407-98eeb64c6a62?auto=format&fit=crop&w=900&q=80
9,Lenovo Inspiron 876,Laptops,Lenovo,2094.68,4.5,low_stock,https://images.unsplash.com/photo-1517336714739-489689fd1ca8?auto=format&fit=crop&w=900&q=80
10,Xiaomi Nord Edge 714,Smartphones,Xiaomi,381.68,4.2,low_stock,https://images.unsplash.com/photo-1598327105666-5b89351aff97?auto=format&fit=crop&w=900&q=80
11,Titan Urban Smart 399,Watches,Titan,173.29,4.1,in_stock,https://images.unsplash.com/photo-1522312346375-d1a52e2b99b3?auto=format&fit=crop&w=900&q=80
12,Mamaearth Matte Lip Kit 305,Beauty,Mamaearth,105.04,3.1,low_stock,https://images.unsplash.com/photo-1596462502278-27bfdc403348?auto=format&fit=crop&w=900&q=80
13,Nike Travel Pro 768,Backpacks,Nike,79.4,4.9,in_stock,https://images.unsplash.com/photo-1622560480605-d83c853bc5c3?auto=format&fit=crop&w=900&q=80
14,Whirlpool AirCool Plus 397,Home Appliances,Whirlpool,628.13,3.5,in_stock,https://images.unsplash.com/photo-1556911220-bda9f7f7597e?auto=format&fit=crop&w=900&q=80
15,Wildcraft Travel Pro 321,Backpacks,Wildcraft,170.65,4.1,in_stock,https://images.unsplash.com/photo-1553062407-98eeb64c6a62?auto=format&fit=crop&w=900&q=80
16,LG Smart Mixer 936,Home Appliances,LG,120.8,4.3,in_stock,https://images.unsplash.com/photo-1556911220-bda9f7f7597e?auto=format&fit=crop&w=900&q=80
17,Fossil Urban Smart 533,Watches,Fossil,807.99,4.2,low_stock,https://images.unsplash.com/photo-1434056886845-dac89ffe9b56?auto=format&fit=crop&w=900&q=80
18,Dell MacBook Air 143,Laptops,Dell,1310.72,4.9,low_stock,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?auto=format&fit=crop&w=900&q=80
19,LG Smart Mixer 544,Home Appliances,LG,581.24,3.1,in_stock,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=900&q=80
20,New Balance Ultra Motion 514,Sneakers,New Balance,111.35,3.9,out_of_stock,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?auto=format&fit=crop&w=900&q=80
21,Casio Sport Pulse 876,Watches,Casio,254.78,3.7,in_stock,https://images.unsplash.com/photo-1522312346375-d1a52e2b99b3?auto=format&fit=crop&w=900&q=80
22,JBL Noise Cancel Pro 739,Headphones,JBL,396.01,3.8,in_stock,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?auto=format&fit=crop&w=900&q=80
23,Dell VivoBook 272,Laptops,Dell,1959.17,3.1,in_stock,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?auto=format&fit=crop&w=900&q=80
24,L'Oreal Matte Lip Kit 235,Beauty,L'Oreal,77.93,3.1,low_stock,https://images.unsplash.com/photo-1522335789203-aabd1fc54bc9?auto=format&fit=crop&w=900&q=80
25,Samsung Power Vacuum 642,Home Appliances,Samsung,373.1,3.4,in_stock,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=900&q=80
26,Wildcraft Travel Pro 142,Backpacks,Wildcraft,172.36,3.5,in_stock,https://images.unsplash.com/photo-1553062407-98eeb64c6a62?auto=format&fit=crop&w=900&q=80
27,Nike Ultra Motion 386,Sneakers,Nike,249.47,3.7,in_stock,https://images.unsplash.com/photo-1542291026-7eec264c27ff?auto=format&fit=crop&w=900&q=80
28,LG Smart Mixer 224,Home Appliances,LG,201.83,4.1,out_of_stock,https://images.unsplash.com/photo-1556911220-bda9f7f7597e?auto=format&fit=crop&w=900&q=80
29,Titan Urban Smart 118,Watches,Titan,52.8,4.2,low_stock,https://images.unsplash.com/photo-1522312346375-d1a52e2b99b3?auto=format&fit=crop&w=900&q=80
30,Nike Air Runner 926,Sneakers,Nike,107.34,3.7,low_stock,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?auto=format&fit=crop&w=900&q=80
31,New Balance Cloud Step 180,Sneakers,New Balance,139.63,3.7,low_stock,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?auto=format&fit=crop&w=900&q=80
32,Lenovo ThinkBook 108,Laptops,Lenovo,790.73,3.3,low_stock,https://images.unsplash.com/photo-1517336714739-489689fd1ca8?auto=format&fit=crop&w=900&q=80
33,Google Pixel Core 938,Smartphones,Google,1178.34,4.1,in_stock,https://images.unsplash.com/photo-1598327105666-5b89351aff97?auto=format&fit=crop&w=900&q=80
34,Apple Urban Smart 269,Watches,Apple,166.41,3.5,in_stock,https://images.unsplash.com/photo-1522312346375-d1a52e2b99b3?auto=format&fit=crop&w=900&q=80
35,Mamaearth Care Essentials 834,Beauty,Mamaearth,53.06,2.9,low_stock,https://images.unsplash.com/photo-1596462502278-27bfdc403348?auto=format&fit=crop&w=900&q=80
36,Samsung Pixel Core 128,Smartphones,Samsung,1149.24,3.7,in_stock,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?auto=format&fit=crop&w=900&q=80
37,Philips Steam Iron 238,Home Appliances,Philips,611.88,3.8,in_stock,https://images.unsplash.com/photo-1556911220-bda9f7f7597e?auto=format&fit=crop&w=900&q=80
38,Philips Aqua Purifier 199,Home Appliances,Philips,742.46,3.3,in_stock,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=900&q=80
39,Boat Wireless Fit 734,Headphones,Boat,275.61,4.1,low_stock,https://images.unsplash.com/photo-1484704849700-f032a568e944?auto=format&fit=crop&w=900&q=80
40,Wildcraft Trail Max 657,Backpacks,Wildcraft,64.94,4.0,in_stock,https://images.unsplash.com/photo-1622560480605-d83c853bc5c3?auto=format&fit=crop&w=900&q=80
41,Asus Inspiron 527,Laptops,Asus,1327.36,4.3,low_stock,https://images.unsplash.com/photo-1517336714739-489689fd1ca8?auto=format&fit=crop&w=900&q=80
42,LG Power Vacuum 317,Home Appliances,LG,522.37,4.2,in_stock,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=900&q=80
43,American Tourister Travel Pro 179,Backpacks,American Tourister,167.5,4.2,in_stock,https://images.unsplash.com/photo-1622560480605-d83c853bc5c3?auto=format&fit=crop&w=900&q=80
44,JBL Wireless Fit 611,Headphones,JBL,204.44,3.5,low_stock,https://images.unsplash.com/photo-1484704849700-f032a568e944?auto=format&fit=crop&w=900&q=80
45,Apple Redmi Note 307,Smartphones,Apple,911.63,4.5,in_stock,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?auto=format&fit=crop&w=900&q=80
46,L'Oreal Skin Tint 630,Beauty,L'Oreal,53.24,4.0,in_stock,https://images.unsplash.com/photo-1596462502278-27bfdc403348?auto=format&fit=crop&w=900&q=80
47,Puma Air Runner 718,Sneakers,Puma,187.57,3.7,in_stock,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?auto=format&fit=crop&w=900&q=80
48,Mamaearth Hydra Cream 863,Beauty,Mamaearth,67.35,4.2,low_stock,https://images.unsplash.com/photo-1522335789203-aabd1fc54bc9?auto=format&fit=crop&w=900&q=80
49,Skybags Commuter Smart 544,Backpacks,Skybags,139.94,3.6,in_stock,https://images.unsplash.com/photo-1553062407-98eeb64c6a62?auto=format&fit=crop&w=900&q=80
50,Panasonic Power Vacuum 104,Home Appliances,Panasonic,543.3,3.9,in_stock,https://images.unsplash.com/photo-1556911220-bda9f7f7597e?auto=format&fit=crop&w=900&q=80
51,LG Smart Mixer 352,Home Appliances,LG,760.39,4.4,low_stock,https://images.unsplash.com/photo-1556911220-bda9f7f7597e?auto=format&fit=crop&w=900&q=80
52,HP MacBook Air 867,Laptops,HP,1218.22,4.8,out_of_stock,https://images.unsplash.com/photo-1517336714739-489689fd1ca8?auto=format&fit=crop&w=900&q=80
53,Bose Wireless Fit 579,Headphones,Bose,307.91,4.8,in_stock,https://images.unsplash.com/photo-1484704849700-f032a568e944?auto=format&fit=crop&w=900&q=80
54,Puma Cloud Step 656,Sneakers,Puma,129.34,3.9,in_stock,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?auto=format&fit=crop&w=900&q=80
55,Nike Cloud Step 511,Sneakers,Nike,112.03,3.9,in_stock,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?auto=format&fit=crop&w=900&q=80
56,OnePlus Nord Edge 246,Smartphones,OnePlus,333.48,4.6,in_stock,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?auto=format&fit=crop&w=900&q=80
57,Noise Chrono Classic 906,Watches,Noise,642.43,3.5,in_stock,https://images.unsplash.com/photo-1522312346375-d1a52e2b99b3?auto=format&fit=crop&w=900&q=80
58,Apple MacBook Air 794,Laptops,Apple,459.14,4.6,in_stock,https://images.unsplash.com/photo-1517336714739-489689fd1ca8?auto=format&fit=crop&w=900&q=80
59,Puma Travel Pro 994,Backpacks,Puma,51.65,3.9,in_stock,https://images.unsplash.com/photo-1553062407-98eeb64c6a62?auto=format&fit=crop&w=900&q=80
60,Nike Commuter Smart 869,Backpacks,Nike,59.47,3.1,in_stock,https://images.unsplash.com/photo-1622560480605-d83c853bc5c3?auto=format&fit=crop&w=900&q=80
61,Mamaearth Skin Tint 361,Beauty,Mamaearth,25.08,3.0,in_stock,https://images.unsplash.com/photo-1596462502278-27bfdc403348?auto=format&fit=crop&w=900&q=80
62,Skybags Campus Lite 328,Backpacks,Skybags,65.36,4.7,in_stock,https://images.unsplash.com/photo-1553062407-98eeb64c6a62?auto=format&fit=crop&w=900&q=80
63,JBL Studio Sound 323,Headphones,JBL,384.13,2.9,in_stock,https://images.unsplash.com/photo-1484704849700-f032a568e944?auto=format&fit=crop&w=900&q=80
64,Lakme Care Essentials 925,Beauty,Lakme,100.58,3.4,low_stock,https://images.unsplash.com/photo-1596462502278-27bfdc403348?auto=format&fit=crop&w=900&q=80
65,Reebok Velocity Knit 600,Sneakers,Reebok,172.26,3.5,in_stock,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?auto=format&fit=crop&w=900&q=80
66,JBL Noise Cancel Pro 508,Headphones,JBL,148.2,3.2,low_stock,https://images.unsplash.com/photo-1484704849700-f032a568e944?auto=format&fit=crop&w=900&q=80
67,Nykaa Care Essentials 970,Beauty,Nykaa,60.76,3.5,in_stock,https://images.unsplash.com/photo-1522335789203-aabd1fc54bc9?auto=format&fit=crop&w=900&q=80
68,Sennheiser Wireless Fit 642,Headphones,Sennheiser,180.02,4.4,in_stock,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?auto=format&fit=crop&w=900&q=80
69,Xiaomi Pixel Core 917,Smartphones,Xiaomi,924.48,2.8,low_stock,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?auto=format&fit=crop&w=900&q=80
70,Puma Air Runner 985,Sneakers,Puma,227.15,4.6,in_stock,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?auto=format&fit=crop&w=900&q=80
71,Samsung Smart Mixer 171,Home Appliances,Samsung,456.13,4.7,in_stock,https://images.unsplash.com/photo-1556911220-bda9f7f7597e?auto=format&fit=crop&w=900&q=80
72,Lenovo ThinkBook 425,Laptops,Lenovo,1081.54,3.6,in_stock,https://images.unsplash.com/photo-1517336714739-489689fd1ca8?auto=format&fit=crop&w=900&q=80
73,New Balance Street Flex 759,Sneakers,New Balance,240.35,3.1,in_stock,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?auto=format&fit=crop&w=900&q=80
74,Asus Pavilion 831,Laptops,Asus,2356.84,4.1,out_of_stock,https://images.unsplash.com/photo-1517336714739-489689fd1ca8?auto=format&fit=crop&w=900&q=80
75,Wildcraft Campus Lite 233,Backpacks,Wildcraft,142.35,3.1,in_stock,https://images.unsplash.com/photo-1553062407-98eeb64c6a62?auto=format&fit=crop&w=900&q=80
76,Reebok Air Runner 386,Sneakers,Reebok,137.7,3.6,low_stock,https://images.unsplash.com/photo-1542291026-7eec264c27ff?auto=format&fit=crop&w=900&q=80
77,Sennheiser Noise Cancel Pro 592,Headphones,Sennheiser,277.93,4.9,in_stock,https://images.unsplash.com/photo-1484704849700-f032a568e944?auto=format&fit=crop&w=900&q=80
78,HP Pavilion 818,Laptops,HP,1580.2,5.0,in_stock,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?auto=format&fit=crop&w=900&q=80
79,Fossil Sport Pulse 201,Watches,Fossil,227.44,4.5,in_stock,https://images.unsplash.com/photo-1434056886845-dac89ffe9b56?auto=format&fit=crop&w=900&q=80
80,Puma Travel Pro 640,Backpacks,Puma,46.83,3.5,in_stock,https://images.unsplash.com/photo-1622560480605-d83c853bc5c3?auto=format&fit=crop&w=900&q=80
81,Lakme Glow Serum 366,Beauty,Lakme,52.37,4.3,in_stock,https://images.unsplash.com/photo-1522335789203-aabd1fc54bc9?auto=format&fit=crop&w=900&q=80
82,Reebok Air Runner 294,Sneakers,Reebok,66.12,4.4,in_stock,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?auto=format&fit=crop&w=900&q=80
83,Apple MacBook Air 563,Laptops,Apple,649.09,3.7,out_of_stock,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?auto=format&fit=crop&w=900&q=80
84,Samsung Power Vacuum 472,Home Appliances,Samsung,190.41,4.2,in_stock,https://images.unsplash.com/photo-1556911220-bda9f7f7597e?auto=format&fit=crop&w=900&q=80
85,Puma City Pack 671,Backpacks,Puma,87.65,2.8,low_stock,https://images.unsplash.com/photo-1553062407-98eeb64c6a62?auto=format&fit=crop&w=900&q=80
86,Nike Commuter Smart 385,Backpacks,Nike,176.93,3.3,low_stock,https://images.unsplash.com/photo-1622560480605-d83c853bc5c3?auto=format&fit=crop&w=900&q=80
87,Xiaomi Galaxy Pro 840,Smartphones,Xiaomi,348.36,4.0,in_stock,https://images.unsplash.com/photo-1598327105666-5b89351aff97?auto=format&fit=crop&w=900&q=80
88,Sennheiser Noise Cancel Pro 170,Headphones,Sennheiser,373.94,3.2,low_stock,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?auto=format&fit=crop&w=900&q=80
89,Samsung Steam Iron 874,Home Appliances,Samsung,129.44,3.2,in_stock,https://images.unsplash.com/photo-1556911220-bda9f7f7597e?auto=format&fit=crop&w=900&q=80
90,Panasonic Power Vacuum 126,Home Appliances,Panasonic,364.74,4.6,in_stock,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=900&q=80
91,Puma Ultra Motion 761,Sneakers,Puma,147.67,5.0,low_stock,https://images.unsplash.com/photo-1542291026-7eec264c27ff?auto=format&fit=crop&w=900&q=80
92,Philips Steam Iron 411,Home Appliances,Philips,793.99,4.0,low_stock,https://images.unsplash.com/photo-1556911220-bda9f7f7597e?auto=format&fit=crop&w=900&q=80
93,LG Aqua Purifier 444,Home Appliances,LG,434.93,4.6,in_stock,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=900&q=80
94,Nike Cloud Step 117,Sneakers,Nike,254.75,5.0,in_stock,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?auto=format&fit=crop&w=900&q=80
95,Lakme Matte Lip Kit 731,Beauty,Lakme,68.88,3.1,in_stock,https://images.unsplash.com/photo-1522335789203-aabd1fc54bc9?auto=format&fit=crop&w=900&q=80
96,Boat Noise Cancel Pro 248,Headphones,Boat,288.91,3.8,low_stock,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?auto=format&fit=crop&w=900&q=80
97,Apple Pavilion 692,Laptops,Apple,1979.18,3.7,in_stock,https://images.unsplash.com/photo-1517336714739-489689fd1ca8?auto=format&fit=crop&w=900&q=80
98,Puma Commuter Smart 751,Backpacks,Puma,86.67,3.0,in_stock,https://images.unsplash.com/photo-1622560480605-d83c853bc5c3?auto=format&fit=crop&w=900&q=80
99,Skybags Travel Pro 859,Backpacks,Skybags,139.81,4.5,in_stock,https://images.unsplash.com/photo-1622560480605-d83c853bc5c3?auto=format&fit=crop&w=900&q=80
100,Asus Inspiron 736,Laptops,Asus,2188.2,3.8,in_stock,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?auto=format&fit=crop&w=900&q=80
101,Samsung AirCool Plus 371,Home Appliances,Samsung,708.7,3.8,in_stock,https://images.unsplash.com/photo-1556911220-bda9f7f7597e?auto=format&fit=crop&w=900&q=80
102,Dell Pavilion 763,Laptops,Dell,1477.0,3.1,low_stock,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?auto=format&fit=crop&w=900&q=80
103,Samsung AirCool Plus 842,Home Appliances,Samsung,84.87,3.2,in_stock,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=900&q=80
104,Samsung Galaxy Pro 385,Smartphones,Samsung,1125.04,4.8,in_stock,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?auto=format&fit=crop&w=900&q=80
105,LG AirCool Plus 211,Home Appliances,LG,537.45,2.9,in_stock,https://images.unsplash.com/photo-1556911220-bda9f7f7597e?auto=format&fit=crop&w=900&q=80
106,Panasonic Smart Mixer 900,Home Appliances,Panasonic,155.88,3.3,low_stock,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=900&q=80
107,LG Aqua Purifier 232,Home Appliances,LG,666.46,3.4,low_stock,https://images.unsplash.com/photo-1556911220-bda9f7f7597e?auto=format&fit=crop&w=900&q=80
108,American Tourister Trail Max 633,Backpacks,American Tourister,34.84,3.9,in_stock,https://images.unsplash.com/photo-1622560480605-d83c853bc5c3?auto=format&fit=crop&w=900&q=80
109,Puma Street Flex 312,Sneakers,Puma,201.0,4.1,in_stock,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?auto=format&fit=crop&w=900&q=80
110,Skybags Travel Pro 213,Backpacks,Skybags,100.67,3.9,in_stock,https://images.unsplash.com/photo-1622560480605-d83c853bc5c3?auto=format&fit=crop&w=900&q=80
111,Boat Studio Sound 797,Headphones,Boat,205.87,3.0,in_stock,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?auto=format&fit=crop&w=900&q=80
112,Samsung Power Vacuum 229,Home Appliances,Samsung,202.33,3.3,low_stock,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=900&q=80
113,Apple Digital Pro 702,Watches,Apple,134.99,4.7,in_stock,https://images.unsplash.com/photo-1434056886845-dac89ffe9b56?auto=format&fit=crop&w=900&q=80
114,Nike Street Flex 723,Sneakers,Nike,74.45,4.2,in_stock,https://images.unsplash.com/photo-1542291026-7eec264c27ff?auto=format&fit=crop&w=900&q=80
115,Titan Metal Edge 154,Watches,Titan,393.62,4.2,low_stock,https://images.unsplash.com/photo-1434056886845-dac89ffe9b56?auto=format&fit=crop&w=900&q=80
116,Noise Metal Edge 255,Watches,Noise,629.52,4.3,in_stock,https://images.unsplash.com/photo-1522312346375-d1a52e2b99b3?auto=format&fit=crop&w=900&q=80
117,Samsung Nord Edge 814,Smartphones,Samsung,659.36,4.5,in_stock,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?auto=format&fit=crop&w=900&q=80
118,Asus VivoBook 556,Laptops,Asus,2148.26,2.9,in_stock,https://images.unsplash.com/photo-1517336714739-489689fd1ca8?auto=format&fit=crop&w=900&q=80
119,Lenovo Inspiron 209,Laptops,Lenovo,857.18,3.6,in_stock,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?auto=format&fit=crop&w=900&q=80
120,Xiaomi Pixel Core 991,Smartphones,Xiaomi,1076.36,4.0,in_stock,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?auto=format&fit=crop&w=900&q=80
121,Nike Ultra Motion 338,Sneakers,Nike,158.95,3.5,in_stock,https://images.unsplash.com/photo-1542291026-7eec264c27ff?auto=format&fit=crop&w=900&q=80
122,Puma Travel Pro 103,Backpacks,Puma,24.25,4.7,in_stock,https://images.unsplash.com/photo-1622560480605-d83c853bc5c3?auto=format&fit=crop&w=900&q=80
123,American Tourister City Pack 930,Backpacks,American Tourister,116.25,3.9,in_stock,https://images.unsplash.com/photo-1553062407-98eeb64c6a62?auto=format&fit=crop&w=900&q=80
124,Puma Cloud Step 114,Sneakers,Puma,129.2,4.5,in_stock,https://images.unsplash.com/photo-1542291026-7eec264c27ff?auto=format&fit=crop&w=900&q=80
125,Samsung Steam Iron 597,Home Appliances,Samsung,669.09,4.7,in_stock,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=900&q=80
126,Casio Chrono Classic 992,Watches,Casio,275.39,3.9,in_stock,https://images.unsplash.com/photo-1522312346375-d1a52e2b99b3?auto=format&fit=crop&w=900&q=80
127,Samsung Nord Edge 619,Smartphones,Samsung,563.99,4.8,in_stock,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?auto=format&fit=crop&w=900&q=80
128,Whirlpool Steam Iron 625,Home Appliances,Whirlpool,94.89,4.1,in_stock,https://images.unsplash.com/photo-1556911220-bda9f7f7597e?auto=format&fit=crop&w=900&q=80
129,Fossil Chrono Classic 448,Watches,Fossil,221.36,4.7,low_stock,https://images.unsplash.com/photo-1434056886845-dac89ffe9b56?auto=format&fit=crop&w=900&q=80
130,Puma Campus Lite 214,Backpacks,Puma,47.51,3.5,low_stock,https://images.unsplash.com/photo-1622560480605-d83c853bc5c3?auto=format&fit=crop&w=900&q=80
131,Noise Metal Edge 614,Watches,Noise,459.71,3.9,in_stock,https://images.unsplash.com/photo-1434056886845-dac89ffe9b56?auto=format&fit=crop&w=900&q=80
132,Casio Metal Edge 906,Watches,Casio,80.03,4.0,in_stock,https://images.unsplash.com/photo-1434056886845-dac89ffe9b56?auto=format&fit=crop&w=900&q=80
133,Apple iPhone Series 181,Smartphones,Apple,894.64,3.0,in_stock,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?auto=format&fit=crop&w=900&q=80
134,Titan Urban Smart 891,Watches,Titan,223.04,3.7,in_stock,https://images.unsplash.com/photo-1434056886845-dac89ffe9b56?auto=format&fit=crop&w=900&q=80
135,Panasonic AirCool Plus 473,Home Appliances,Panasonic,201.27,4.8,in_stock,https://images.unsplash.com/photo-1586201375761-83865001e31c?auto=format&fit=crop&w=900&q=80
136,Boat Wireless Fit 582,Headphones,Boat,73.88,4.2,in_stock,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?auto=format&fit=crop&w=900&q=80
137,Apple Metal Edge 248,Watches,Apple,321.37,3.2,in_stock,https://images.unsplash.com/photo-1522312346375-d1a52e2b99b3?auto=format&fit=crop&w=900&q=80
138,Apple iPhone Series 658,Smartphones,Apple,615.99,3.5,in_stock,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?auto=format&fit=crop&w=900&q=80
139,JBL Noise Cancel Pro 263,Headphones,JBL,264.19,3.2,in_stock,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?auto=format&fit=crop&w=900&q=80
140,Adidas Velocity Knit 345,Sneakers,Adidas,244.17,2.9,in_stock,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?auto=format&fit=crop&w=900&q=80
141,Nykaa Glow Serum 748,Beauty,Nykaa,22.18,4.8,low_stock,https://images.unsplash.com/photo-1522335789203-aabd1fc54bc9?auto=format&fit=crop&w=900&q=80
142,Dell ThinkBook 145,Laptops,Dell,661.5,3.8,in_stock,https://images.unsplash.com/photo-1517336714739-489689fd1ca8?auto=format&fit=crop&w=900&q=80
143,Sony Air Beats 502,Headphones,Sony,321.71,3.5,low_stock,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?auto=format&fit=crop&w=900&q=80
144,New Balance Cloud Step 634,Sneakers,New Balance,259.25,4.1,in_stock,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?auto=format&fit=crop&w=900&q=80
145,L'Oreal Glow Serum 218,Beauty,L'Oreal,60.97,2.8,low_stock,https://images.unsplash.com/photo-1522335789203-aabd1fc54bc9?auto=format&fit=crop&w=900&q=80
146,Samsung Power Vacuum 364,Home Appliances,Samsung,480.53,3.4,low_stock,https://images.unsplash.com/photo-1556911220-bda9f7f7597e?auto=format&fit=crop&w=900&q=80
147,Google Pixel Core 408,Smartphones,Google,387.82,4.3,out_of_stock,https://images.unsplash.com/photo-1598327105666-5b89351aff97?auto=format&fit=crop&w=900&q=80
148,Asus Pavilion 696,Laptops,Asus,1397.47,4.2,low_stock,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?auto=format&fit=crop&w=900&q=80
149,Samsung Aqua Purifier 978,Home Appliances,Samsung,332.45,5.0,low_stock,https://images.unsplash.com/photo-1556911220-bda9f7f7597e?auto=format&fit=crop&w=900&q=80
150,Apple Redmi Note 851,Smartphones,Apple,336.22,4.2,in_stock,https://images.unsplash.com/photo-1598327105666-5b89351aff97?auto=format&fit=crop&w=900&q=80
